epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,625.446,1.35107,1.17234,1.42901,0.45892,0.499,0.51,0.31291,1.33336,1.12845,1.49943,0.0099208,0.0099208,0.0099208
14,672.966,1.33604,1.14528,1.41449,0.43652,0.53566,0.4819,0.29469,1.38052,1.18178,1.54311,0.0099142,0.0099142,0.0099142
15,720.38,1.30609,1.10338,1.40677,0.47195,0.56049,0.54826,0.34585,1.31209,1.08376,1.48236,0.0099076,0.0099076,0.0099076
16,767.981,1.28889,1.07873,1.38472,0.50499,0.60426,0.58775,0.38153,1.265,1.03299,1.44744,0.009901,0.009901,0.009901
17,815.632,1.26785,1.05757,1.38127,0.5523,0.58911,0.60447,0.39229,1.24213,0.97974,1.44274,0.0098944,0.0098944,0.0098944
18,863.281,1.25899,1.02088,1.36565,0.5381,0.57558,0.59706,0.38282,1.263,1.00051,1.45023,0.0098878,0.0098878,0.0098878
19,910.784,1.2367,0.99317,1.35337,0.52291,0.61484,0.61178,0.39743,1.23725,0.98382,1.42666,0.0098812,0.0098812,0.0098812
20,958.394,1.23479,0.97678,1.34012,0.62365,0.60662,0.66567,0.44468,1.21222,0.91796,1.40403,0.0098746,0.0098746,0.0098746
21,1005.87,1.21134,0.95703,1.33265,0.57405,0.58711,0.63091,0.41441,1.21438,0.95746,1.41029,0.009868,0.009868,0.009868
22,1053.3,1.20562,0.92734,1.32331,0.62907,0.61146,0.66485,0.44841,1.18821,0.88023,1.38383,0.0098614,0.0098614,0.0098614
23,1100.75,1.20908,0.92256,1.31711,0.59496,0.64436,0.67471,0.44988,1.21082,0.89642,1.40667,0.0098548,0.0098548,0.0098548
24,1148.13,1.18996,0.90817,1.31674,0.65972,0.63563,0.69566,0.46746,1.1924,0.86242,1.38788,0.0098482,0.0098482,0.0098482
25,1195.5,1.17256,0.87573,1.29993,0.61938,0.62409,0.66011,0.44769,1.19344,0.90633,1.39756,0.0098416,0.0098416,0.0098416
26,1242.71,1.17474,0.87244,1.2998,0.64456,0.64924,0.70365,0.47558,1.19178,0.83481,1.3788,0.009835,0.009835,0.009835
27,1290.13,1.14854,0.84734,1.28738,0.66118,0.65746,0.71119,0.4794,1.19269,0.82851,1.38972,0.0098284,0.0098284,0.0098284
28,1337.69,1.15179,0.845,1.29086,0.66455,0.68834,0.7493,0.51231,1.15095,0.80128,1.35509,0.0098218,0.0098218,0.0098218
29,1385.26,1.13888,0.84212,1.28226,0.67491,0.656,0.73628,0.49825,1.16651,0.81357,1.37175,0.0098152,0.0098152,0.0098152
30,1432.7,1.12845,0.81741,1.26661,0.63287,0.66851,0.7063,0.48201,1.16333,0.82049,1.3724,0.0098086,0.0098086,0.0098086
31,1480.15,1.12419,0.80862,1.26723,0.68441,0.64776,0.73237,0.50621,1.14238,0.78053,1.34432,0.009802,0.009802,0.009802
32,1527.59,1.12053,0.80136,1.2624,0.67169,0.68019,0.73963,0.5138,1.14672,0.80349,1.35252,0.0097954,0.0097954,0.0097954
33,1575.17,1.11194,0.78404,1.25925,0.7121,0.66684,0.75579,0.52079,1.15325,0.78028,1.36434,0.0097888,0.0097888,0.0097888
34,1622.76,1.10511,0.78191,1.25779,0.68015,0.70548,0.75686,0.53296,1.11149,0.76106,1.33009,0.0097822,0.0097822,0.0097822
35,1670.38,1.09869,0.76717,1.24848,0.68815,0.69299,0.75621,0.53378,1.11966,0.75459,1.33386,0.0097756,0.0097756,0.0097756
36,1717.8,1.07857,0.75859,1.23638,0.6246,0.66291,0.6944,0.47253,1.15927,0.81259,1.35991,0.009769,0.009769,0.009769
37,1765.24,1.0856,0.75524,1.2501,0.76386,0.67083,0.77704,0.54179,1.11651,0.746,1.32588,0.0097624,0.0097624,0.0097624
38,1812.72,1.07034,0.73117,1.22454,0.71689,0.70077,0.77086,0.54308,1.1222,0.73462,1.33304,0.0097558,0.0097558,0.0097558
39,1860.09,1.07574,0.7319,1.22978,0.71091,0.6975,0.77659,0.5498,1.09909,0.73183,1.31963,0.0097492,0.0097492,0.0097492
40,1907.62,1.06943,0.72719,1.22718,0.69625,0.72194,0.78548,0.55613,1.10439,0.73099,1.31569,0.0097426,0.0097426,0.0097426
41,1955.05,1.05812,0.71454,1.22595,0.69646,0.71672,0.7754,0.54012,1.12374,0.73451,1.32867,0.009736,0.009736,0.009736
42,2002.51,1.0554,0.71488,1.2269,0.70722,0.70082,0.77264,0.53971,1.11081,0.73745,1.32577,0.0097294,0.0097294,0.0097294
43,2049.95,1.06071,0.71329,1.21759,0.6938,0.71369,0.77568,0.54899,1.11615,0.72707,1.32945,0.0097228,0.0097228,0.0097228
44,2097.37,1.04651,0.69804,1.20751,0.71992,0.67302,0.76347,0.54311,1.09937,0.73853,1.31054,0.0097162,0.0097162,0.0097162
45,2144.84,1.04175,0.69606,1.21458,0.72893,0.68981,0.77492,0.54434,1.11565,0.72303,1.32553,0.0097096,0.0097096,0.0097096
46,2192.32,1.03326,0.68201,1.21098,0.73408,0.71128,0.78508,0.56049,1.09571,0.70719,1.31329,0.009703,0.009703,0.009703
47,2239.93,1.03156,0.68189,1.20028,0.73986,0.71108,0.79923,0.57446,1.07712,0.69161,1.3049,0.0096964,0.0096964,0.0096964
48,2287.57,1.02357,0.67937,1.19988,0.68731,0.6874,0.74915,0.52569,1.09762,0.74394,1.3166,0.0096898,0.0096898,0.0096898
49,2334.89,1.02108,0.66904,1.1978,0.76856,0.69749,0.78662,0.56251,1.09552,0.6903,1.31216,0.0096832,0.0096832,0.0096832
50,2382.45,1.01657,0.66872,1.19811,0.72788,0.7231,0.79015,0.57287,1.08979,0.6959,1.30663,0.0096766,0.0096766,0.0096766
51,2429.99,1.0092,0.64951,1.18938,0.7384,0.73014,0.80789,0.58148,1.07508,0.67466,1.29351,0.00967,0.00967,0.00967
52,2477.54,1.01551,0.6538,1.18814,0.75279,0.68594,0.77545,0.5615,1.08118,0.68597,1.29706,0.0096634,0.0096634,0.0096634
53,2524.94,1.01075,0.65168,1.1877,0.72745,0.75701,0.81065,0.57894,1.0831,0.67392,1.30178,0.0096568,0.0096568,0.0096568
54,2572.6,1.00652,0.64611,1.18909,0.76748,0.73077,0.81677,0.58932,1.06468,0.65203,1.29284,0.0096502,0.0096502,0.0096502
55,2620.07,0.99267,0.6344,1.18098,0.78492,0.7111,0.81643,0.58403,1.08769,0.65778,1.30422,0.0096436,0.0096436,0.0096436
56,2667.4,0.99392,0.62979,1.17974,0.77468,0.74319,0.82639,0.59457,1.06629,0.65033,1.28747,0.009637,0.009637,0.009637
57,2714.9,0.98779,0.62493,1.16819,0.75974,0.72834,0.81645,0.58922,1.05839,0.66377,1.28655,0.0096304,0.0096304,0.0096304
58,2762.32,0.97915,0.61973,1.16477,0.76187,0.70173,0.80139,0.57604,1.07468,0.67854,1.29458,0.0096238,0.0096238,0.0096238
59,2809.76,0.98231,0.62589,1.17301,0.76387,0.74447,0.81734,0.59315,1.05025,0.6451,1.28187,0.0096172,0.0096172,0.0096172
60,2857.23,0.9807,0.62045,1.17515,0.76738,0.73102,0.82687,0.59832,1.05491,0.64691,1.28553,0.0096106,0.0096106,0.0096106
61,2904.87,0.982,0.62161,1.16998,0.80584,0.72259,0.83107,0.60736,1.04219,0.64428,1.27387,0.009604,0.009604,0.009604
62,2952.53,0.98256,0.6217,1.17343,0.75867,0.76373,0.82683,0.60008,1.0527,0.63877,1.28266,0.0095974,0.0095974,0.0095974
63,3000.11,0.97267,0.61202,1.16838,0.78484,0.71486,0.81307,0.59386,1.06254,0.65117,1.2943,0.0095908,0.0095908,0.0095908
64,3047.57,0.97493,0.61512,1.16503,0.80269,0.71633,0.83118,0.59835,1.05485,0.63299,1.28369,0.0095842,0.0095842,0.0095842
65,3095.02,0.95852,0.59695,1.16047,0.78884,0.75096,0.83642,0.6139,1.04244,0.63015,1.27183,0.0095776,0.0095776,0.0095776
66,3142.61,0.9604,0.60371,1.16273,0.77277,0.75642,0.82893,0.60232,1.05175,0.63354,1.28494,0.009571,0.009571,0.009571
67,3190.1,0.95216,0.5948,1.154,0.78783,0.75453,0.8313,0.61478,1.0429,0.61781,1.2688,0.0095644,0.0095644,0.0095644
68,3237.59,0.95774,0.59763,1.15292,0.81566,0.70532,0.8237,0.59791,1.06016,0.63597,1.28598,0.0095578,0.0095578,0.0095578
69,3284.94,0.95419,0.58609,1.14662,0.78942,0.74695,0.8319,0.6094,1.04731,0.61932,1.27993,0.0095512,0.0095512,0.0095512
70,3332.31,0.95236,0.5905,1.14847,0.7511,0.76472,0.83172,0.60717,1.04989,0.62513,1.27671,0.0095446,0.0095446,0.0095446
71,3379.52,0.94137,0.57926,1.14287,0.77738,0.76216,0.82884,0.6022,1.04599,0.62407,1.27543,0.009538,0.009538,0.009538
72,3426.94,0.94071,0.57083,1.14266,0.76218,0.7683,0.82692,0.6056,1.04675,0.62443,1.27488,0.0095314,0.0095314,0.0095314
73,3474.5,0.93973,0.57496,1.14607,0.75351,0.77855,0.83663,0.61788,1.0398,0.61396,1.28018,0.0095248,0.0095248,0.0095248
74,3522.01,0.94634,0.58292,1.15414,0.8089,0.72224,0.82971,0.61232,1.02916,0.63299,1.27124,0.0095182,0.0095182,0.0095182
75,3569.52,0.93571,0.5697,1.14365,0.80641,0.75516,0.83716,0.60673,1.0411,0.61458,1.27435,0.0095116,0.0095116,0.0095116
76,3617.02,0.93079,0.56582,1.14198,0.81802,0.75381,0.84381,0.62607,1.03261,0.60261,1.27622,0.009505,0.009505,0.009505
77,3664.59,0.93547,0.56331,1.13843,0.78922,0.74575,0.82715,0.60785,1.03031,0.62987,1.27563,0.0094984,0.0094984,0.0094984
78,3711.97,0.92247,0.56131,1.13535,0.76513,0.78676,0.83684,0.62176,1.03014,0.60719,1.26405,0.0094918,0.0094918,0.0094918
79,3759.38,0.92418,0.56657,1.13667,0.75136,0.77446,0.82208,0.6095,1.034,0.62289,1.27358,0.0094852,0.0094852,0.0094852
80,3806.84,0.9267,0.55566,1.13915,0.78427,0.78359,0.85188,0.62757,1.03135,0.5924,1.26893,0.0094786,0.0094786,0.0094786
81,3854.42,0.92006,0.55549,1.1304,0.8044,0.75508,0.85,0.62841,1.02786,0.59772,1.26918,0.009472,0.009472,0.009472
82,3901.97,0.91716,0.54927,1.13039,0.82887,0.76886,0.85391,0.63051,1.03255,0.5856,1.27349,0.0094654,0.0094654,0.0094654
83,3949.44,0.92196,0.55041,1.13432,0.78876,0.7708,0.841,0.62374,1.02562,0.60028,1.26402,0.0094588,0.0094588,0.0094588
84,3996.9,0.91112,0.5446,1.12529,0.78145,0.74978,0.82841,0.61084,1.03596,0.61523,1.27295,0.0094522,0.0094522,0.0094522
85,4044.17,0.91452,0.54043,1.12466,0.80092,0.76583,0.85283,0.63472,1.01932,0.59047,1.25773,0.0094456,0.0094456,0.0094456
86,4091.49,0.91107,0.54289,1.12123,0.78467,0.76224,0.83684,0.62082,1.02383,0.60068,1.26926,0.009439,0.009439,0.009439
87,4138.8,0.90918,0.53904,1.12448,0.80392,0.79166,0.86289,0.64157,1.0113,0.5818,1.25361,0.0094324,0.0094324,0.0094324
88,4186.28,0.89828,0.5426,1.12367,0.79158,0.75427,0.83744,0.62402,1.01273,0.59836,1.26196,0.0094258,0.0094258,0.0094258
89,4233.73,0.90118,0.53676,1.12167,0.78708,0.79028,0.85722,0.63688,1.01109,0.58727,1.2595,0.0094192,0.0094192,0.0094192
90,4281.09,0.89245,0.52736,1.12188,0.78712,0.7884,0.85148,0.63205,1.02605,0.59326,1.26775,0.0094126,0.0094126,0.0094126
91,4328.58,0.89853,0.53141,1.11895,0.80019,0.78051,0.85646,0.63857,1.01779,0.57988,1.25929,0.009406,0.009406,0.009406
92,4376.14,0.89437,0.52881,1.11265,0.77419,0.75985,0.8302,0.62123,1.02473,0.61564,1.2693,0.0093994,0.0093994,0.0093994
93,4423.65,0.90502,0.53366,1.12161,0.80858,0.77542,0.84284,0.62482,1.02356,0.60026,1.27412,0.0093928,0.0093928,0.0093928
94,4471.28,0.8892,0.5361,1.11502,0.82194,0.7906,0.86725,0.64697,1.01097,0.57417,1.25727,0.0093862,0.0093862,0.0093862
95,4518.91,0.894,0.52995,1.11211,0.7961,0.77528,0.85459,0.63298,1.02393,0.58803,1.27185,0.0093796,0.0093796,0.0093796
96,4566.49,0.88517,0.5237,1.11466,0.78785,0.792,0.8502,0.63464,1.0185,0.58777,1.25963,0.009373,0.009373,0.009373
97,4614.12,0.88332,0.5216,1.11392,0.81576,0.75772,0.85007,0.63677,1.00647,0.58526,1.25624,0.0093664,0.0093664,0.0093664
98,4661.63,0.88023,0.52914,1.11515,0.78346,0.77813,0.85005,0.63878,1.01264,0.58375,1.26089,0.0093598,0.0093598,0.0093598
99,4709.05,0.88346,0.52194,1.11012,0.79699,0.79596,0.85997,0.6459,1.00856,0.5719,1.26036,0.0093532,0.0093532,0.0093532
100,4756.37,0.88546,0.51358,1.102,0.77895,0.80737,0.86082,0.63764,1.01544,0.57552,1.25963,0.0093466,0.0093466,0.0093466
101,4803.73,0.87495,0.51543,1.1047,0.80037,0.79548,0.85123,0.64015,1.01667,0.5808,1.25525,0.00934,0.00934,0.00934
102,4851.18,0.87747,0.51646,1.11063,0.77741,0.80321,0.85902,0.64346,1.00733,0.57084,1.2566,0.0093334,0.0093334,0.0093334
103,4898.53,0.87953,0.51902,1.10735,0.80059,0.77663,0.84583,0.63408,1.01189,0.59591,1.26477,0.0093268,0.0093268,0.0093268
104,4945.86,0.87668,0.50797,1.0974,0.78056,0.79748,0.85955,0.6425,1.01327,0.57236,1.26432,0.0093202,0.0093202,0.0093202
105,4993.25,0.86894,0.50646,1.10438,0.80993,0.78738,0.8573,0.64552,1.01143,0.57941,1.26171,0.0093136,0.0093136,0.0093136
106,5040.65,0.86276,0.50637,1.09789,0.81923,0.78465,0.86437,0.6442,1.01076,0.56674,1.26377,0.009307,0.009307,0.009307
107,5088.16,0.8673,0.50806,1.10032,0.78799,0.80316,0.8629,0.64248,1.01008,0.56929,1.25565,0.0093004,0.0093004,0.0093004
108,5135.63,0.8657,0.50443,1.10406,0.8301,0.78598,0.86486,0.64453,1.00529,0.55785,1.25898,0.0092938,0.0092938,0.0092938
109,5182.99,0.86285,0.49899,1.09451,0.82395,0.78141,0.86466,0.64554,1.00837,0.56467,1.25344,0.0092872,0.0092872,0.0092872
110,5230.5,0.86255,0.5021,1.09586,0.79059,0.78336,0.85652,0.64318,1.00983,0.56818,1.26133,0.0092806,0.0092806,0.0092806
111,5278.03,0.86213,0.49574,1.09488,0.8131,0.82055,0.87515,0.65669,1.00066,0.55279,1.2479,0.009274,0.009274,0.009274
112,5325.65,0.86293,0.5015,1.10225,0.81066,0.77935,0.8577,0.64338,1.0028,0.56398,1.25577,0.0092674,0.0092674,0.0092674
113,5373.17,0.85442,0.49134,1.08883,0.79924,0.81877,0.86459,0.64899,1.0029,0.55684,1.25531,0.0092608,0.0092608,0.0092608
114,5420.61,0.8519,0.49465,1.09488,0.80603,0.80174,0.86839,0.65261,1.00247,0.56552,1.26496,0.0092542,0.0092542,0.0092542
115,5468.09,0.86111,0.49727,1.09577,0.80862,0.79017,0.85989,0.65029,1.00374,0.57031,1.2606,0.0092476,0.0092476,0.0092476
116,5515.48,0.8529,0.489,1.09097,0.83626,0.78654,0.87097,0.65735,1.00347,0.55316,1.2566,0.009241,0.009241,0.009241
117,5562.92,0.84703,0.48931,1.08909,0.82831,0.79916,0.8757,0.6576,0.99962,0.55461,1.24865,0.0092344,0.0092344,0.0092344
118,5610.4,0.84305,0.48304,1.08338,0.78797,0.80128,0.8664,0.65254,0.99577,0.55886,1.24966,0.0092278,0.0092278,0.0092278
119,5657.73,0.85647,0.49552,1.08614,0.80545,0.8078,0.86865,0.65467,1.00152,0.55227,1.25366,0.0092212,0.0092212,0.0092212
120,5705.15,0.85409,0.48934,1.08449,0.83847,0.77343,0.86813,0.65161,1.00182,0.55472,1.25567,0.0092146,0.0092146,0.0092146
121,5752.52,0.83745,0.48069,1.08203,0.83616,0.80044,0.87468,0.66098,1.00011,0.54864,1.2522,0.009208,0.009208,0.009208
122,5800.09,0.84478,0.4843,1.08774,0.82523,0.78864,0.86919,0.65668,1.00158,0.54871,1.25705,0.0092014,0.0092014,0.0092014
123,5847.64,0.8373,0.47937,1.07965,0.80798,0.81326,0.87094,0.65956,0.99748,0.54959,1.24912,0.0091948,0.0091948,0.0091948
124,5895.23,0.83752,0.48271,1.07965,0.7942,0.81796,0.86988,0.66041,0.99635,0.55815,1.25251,0.0091882,0.0091882,0.0091882
125,5942.85,0.84053,0.47271,1.08127,0.81102,0.78877,0.86585,0.65433,1.00236,0.55375,1.25181,0.0091816,0.0091816,0.0091816
126,5990.52,0.8391,0.47954,1.08022,0.82359,0.79787,0.87293,0.6607,1.00001,0.54506,1.25421,0.009175,0.009175,0.009175
127,6038.27,0.83608,0.47688,1.08345,0.82062,0.78932,0.86854,0.65825,0.99468,0.55017,1.24787,0.0091684,0.0091684,0.0091684
128,6085.8,0.83026,0.47577,1.07912,0.83022,0.79443,0.87006,0.65981,0.99607,0.54869,1.25199,0.0091618,0.0091618,0.0091618
129,6133.5,0.82966,0.47268,1.07534,0.81718,0.80931,0.87179,0.65669,1.00073,0.55546,1.25598,0.0091552,0.0091552,0.0091552
130,6181.08,0.83141,0.47086,1.07808,0.78863,0.82539,0.87787,0.66311,1.00112,0.54933,1.25426,0.0091486,0.0091486,0.0091486
131,6228.65,0.82102,0.47059,1.07043,0.80384,0.80484,0.87139,0.65949,0.99673,0.55159,1.25085,0.009142,0.009142,0.009142
132,6276.18,0.82423,0.47123,1.0739,0.80441,0.81202,0.86702,0.65508,0.9998,0.55294,1.25025,0.0091354,0.0091354,0.0091354
133,6323.67,0.82477,0.46962,1.07202,0.84573,0.80012,0.87561,0.66059,0.99972,0.54953,1.24938,0.0091288,0.0091288,0.0091288
134,6371.08,0.81908,0.46141,1.06982,0.81799,0.81672,0.87563,0.66278,1.00001,0.54716,1.25585,0.0091222,0.0091222,0.0091222
135,6418.39,0.82244,0.46623,1.07024,0.80306,0.80744,0.86722,0.66029,0.9977,0.55408,1.25422,0.0091156,0.0091156,0.0091156
136,6465.78,0.82213,0.46902,1.07445,0.82302,0.79808,0.87371,0.66517,0.99065,0.54166,1.24648,0.009109,0.009109,0.009109
137,6513.27,0.82384,0.46603,1.07513,0.8011,0.8151,0.87252,0.66079,0.99214,0.55103,1.24857,0.0091024,0.0091024,0.0091024
138,6560.76,0.8131,0.46319,1.06199,0.83284,0.79143,0.87753,0.66345,0.99624,0.54455,1.25341,0.0090958,0.0090958,0.0090958
139,6608.24,0.82204,0.47195,1.0758,0.81165,0.81868,0.87552,0.66394,0.9932,0.54054,1.24568,0.0090892,0.0090892,0.0090892
140,6655.84,0.81412,0.46198,1.06852,0.82292,0.80998,0.87911,0.66933,0.99281,0.54068,1.24941,0.0090826,0.0090826,0.0090826
141,6703.4,0.81913,0.4677,1.07804,0.8251,0.79493,0.87499,0.66846,0.99188,0.54445,1.24956,0.009076,0.009076,0.009076
142,6751.05,0.80502,0.45678,1.06259,0.8174,0.80598,0.87473,0.66277,0.99171,0.545,1.24806,0.0090694,0.0090694,0.0090694
143,6798.74,0.80657,0.45542,1.06123,0.82831,0.79675,0.87974,0.67256,0.98935,0.54212,1.24455,0.0090628,0.0090628,0.0090628
144,6846.37,0.80852,0.462,1.06387,0.85638,0.77516,0.87688,0.66966,0.99264,0.5381,1.24884,0.0090562,0.0090562,0.0090562
145,6893.76,0.80792,0.45562,1.06745,0.79971,0.81802,0.87868,0.67369,0.98397,0.53659,1.2439,0.0090496,0.0090496,0.0090496
146,6941.4,0.79794,0.45216,1.06274,0.83314,0.79398,0.88187,0.6731,0.99113,0.54257,1.24934,0.009043,0.009043,0.009043
147,6988.95,0.80671,0.45047,1.05994,0.84535,0.77422,0.87627,0.667,0.9855,0.54254,1.24838,0.0090364,0.0090364,0.0090364
148,7036.35,0.80068,0.45489,1.06144,0.81221,0.81095,0.8761,0.6696,0.98584,0.54007,1.24677,0.0090298,0.0090298,0.0090298
149,7083.73,0.80985,0.4578,1.06282,0.84938,0.77477,0.87345,0.66462,0.98921,0.54817,1.25097,0.0090232,0.0090232,0.0090232
150,7131.19,0.79433,0.45148,1.06186,0.80602,0.81535,0.87571,0.67192,0.98706,0.53511,1.24736,0.0090166,0.0090166,0.0090166
151,7178.7,0.80384,0.45563,1.06182,0.81066,0.8298,0.88122,0.67362,0.99296,0.5303,1.24941,0.00901,0.00901,0.00901
152,7226.42,0.80169,0.44876,1.05895,0.7993,0.81607,0.87352,0.66923,0.98855,0.54298,1.24834,0.0090034,0.0090034,0.0090034
153,7274.02,0.79857,0.45051,1.05253,0.81508,0.82195,0.87541,0.67342,0.98845,0.53878,1.24766,0.0089968,0.0089968,0.0089968
154,7321.6,0.7982,0.4481,1.05666,0.79973,0.82195,0.87133,0.66576,0.99311,0.54632,1.25487,0.0089902,0.0089902,0.0089902
155,7369.16,0.80381,0.44951,1.05712,0.82848,0.79716,0.87301,0.66915,0.99335,0.54059,1.25194,0.0089836,0.0089836,0.0089836
156,7416.59,0.79959,0.45197,1.05495,0.81899,0.82202,0.87834,0.67504,0.9884,0.53448,1.24509,0.008977,0.008977,0.008977
157,7464.16,0.79763,0.44896,1.05839,0.85212,0.78306,0.87992,0.67548,0.98443,0.5318,1.24295,0.0089704,0.0089704,0.0089704
158,7511.79,0.79143,0.44281,1.05174,0.81195,0.81869,0.87785,0.67169,0.98271,0.53909,1.24056,0.0089638,0.0089638,0.0089638
159,7559.25,0.78677,0.44579,1.04958,0.83416,0.81686,0.8874,0.67618,0.98488,0.52838,1.24254,0.0089572,0.0089572,0.0089572
160,7606.79,0.7956,0.44707,1.05691,0.85217,0.80698,0.89033,0.6801,0.98719,0.52646,1.24666,0.0089506,0.0089506,0.0089506
161,7654.29,0.79021,0.44653,1.05655,0.82385,0.81279,0.88304,0.67149,0.98747,0.53501,1.24534,0.008944,0.008944,0.008944
162,7701.66,0.78638,0.44704,1.05074,0.81487,0.83364,0.88506,0.67334,0.9845,0.52787,1.24271,0.0089374,0.0089374,0.0089374
163,7749,0.78664,0.4445,1.05599,0.81561,0.82591,0.88656,0.67762,0.98343,0.52591,1.24055,0.0089308,0.0089308,0.0089308
164,7796.44,0.78887,0.44236,1.05037,0.82056,0.8187,0.88201,0.67486,0.98632,0.52906,1.24721,0.0089242,0.0089242,0.0089242
165,7843.97,0.78399,0.43764,1.05037,0.8079,0.83551,0.88449,0.67548,0.98732,0.52478,1.24865,0.0089176,0.0089176,0.0089176
166,7891.46,0.78587,0.44205,1.05404,0.82365,0.81073,0.88398,0.67166,0.98661,0.53019,1.24988,0.008911,0.008911,0.008911
167,7938.99,0.78508,0.4341,1.0478,0.81246,0.8228,0.88358,0.6735,0.9831,0.53001,1.25238,0.0089044,0.0089044,0.0089044
168,7986.7,0.78095,0.4358,1.04502,0.82599,0.79951,0.88317,0.67345,0.98581,0.5306,1.25208,0.0088978,0.0088978,0.0088978
169,8034.19,0.78571,0.4373,1.05035,0.82038,0.8129,0.88008,0.6732,0.98485,0.52788,1.24891,0.0088912,0.0088912,0.0088912
170,8081.8,0.77815,0.43348,1.04115,0.79733,0.81363,0.87271,0.66829,0.98894,0.53664,1.25179,0.0088846,0.0088846,0.0088846
171,8129.45,0.77832,0.43538,1.04576,0.80787,0.81235,0.86894,0.66389,0.99311,0.53581,1.25557,0.008878,0.008878,0.008878
172,8177.09,0.78405,0.43747,1.04408,0.79935,0.81022,0.87146,0.66515,0.9916,0.53189,1.25709,0.0088714,0.0088714,0.0088714
173,8224.63,0.78049,0.43965,1.04548,0.81211,0.80891,0.87738,0.6687,0.98505,0.52867,1.25213,0.0088648,0.0088648,0.0088648
174,8272.13,0.77405,0.43307,1.0476,0.8225,0.80326,0.87921,0.6727,0.98078,0.52806,1.24678,0.0088582,0.0088582,0.0088582
175,8319.54,0.77448,0.4355,1.03945,0.81863,0.81223,0.87698,0.67229,0.98141,0.52993,1.24813,0.0088516,0.0088516,0.0088516
176,8367.02,0.76951,0.42872,1.04946,0.81677,0.82091,0.87947,0.67257,0.98213,0.52635,1.25264,0.008845,0.008845,0.008845
177,8414.55,0.77788,0.43855,1.04537,0.84097,0.80134,0.88141,0.67622,0.98254,0.52458,1.2483,0.0088384,0.0088384,0.0088384
178,8461.98,0.77344,0.43327,1.04473,0.82338,0.80491,0.87719,0.67414,0.98493,0.53375,1.25241,0.0088318,0.0088318,0.0088318
179,8509.5,0.7655,0.42579,1.03886,0.80593,0.82401,0.87986,0.67799,0.9804,0.53618,1.25136,0.0088252,0.0088252,0.0088252
180,8557.02,0.77435,0.4288,1.03592,0.81997,0.80741,0.87858,0.67657,0.9825,0.54007,1.25208,0.0088186,0.0088186,0.0088186
181,8604.55,0.77288,0.43072,1.04235,0.8367,0.79828,0.88257,0.67961,0.98379,0.53988,1.25326,0.008812,0.008812,0.008812
182,8652.24,0.76399,0.42622,1.03934,0.81428,0.81677,0.88344,0.67893,0.98461,0.53639,1.25172,0.0088054,0.0088054,0.0088054
183,8699.82,0.75891,0.42286,1.03335,0.81408,0.81369,0.8799,0.67895,0.98281,0.53795,1.25361,0.0087988,0.0087988,0.0087988
184,8747.31,0.76701,0.42736,1.04092,0.82826,0.80468,0.88059,0.67882,0.9831,0.52951,1.25435,0.0087922,0.0087922,0.0087922
185,8794.93,0.7642,0.42244,1.03655,0.83609,0.80404,0.8833,0.68197,0.98094,0.5254,1.25181,0.0087856,0.0087856,0.0087856
