epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,3569.28,0.93488,0.56605,1.15381,0.78357,0.7491,0.83484,0.60384,1.04732,0.65944,1.34523,0.0095182,0.0095182,0.0095182
75,3616.2,0.94137,0.5635,1.15736,0.79722,0.76269,0.84534,0.61603,1.04064,0.62056,1.33627,0.0095116,0.0095116,0.0095116
76,3664.13,0.93039,0.55791,1.14704,0.76991,0.78551,0.84501,0.62037,1.03203,0.61449,1.33404,0.009505,0.009505,0.009505
77,3711.36,0.92479,0.55406,1.14775,0.77861,0.74715,0.82386,0.60515,1.0305,0.63613,1.3256,0.0094984,0.0094984,0.0094984
78,3758.88,0.9302,0.55685,1.14642,0.77078,0.76572,0.84165,0.62167,1.01869,0.60882,1.3204,0.0094918,0.0094918,0.0094918
79,3807.54,0.91964,0.55594,1.14162,0.75356,0.80985,0.85408,0.62585,1.02656,0.6158,1.32969,0.0094852,0.0094852,0.0094852
80,3858.71,0.9122,0.55073,1.14239,0.79298,0.75522,0.84783,0.62488,1.02307,0.60502,1.32618,0.0094786,0.0094786,0.0094786
81,3911.86,0.92516,0.55061,1.1427,0.77707,0.76682,0.84373,0.6212,1.03842,0.61873,1.33173,0.009472,0.009472,0.009472
82,3965.07,0.91427,0.54397,1.1394,0.80069,0.77218,0.85037,0.62525,1.02965,0.61136,1.33255,0.0094654,0.0094654,0.0094654
83,4017.32,0.9074,0.53303,1.13496,0.81585,0.76579,0.85253,0.62607,1.02397,0.61469,1.33243,0.0094588,0.0094588,0.0094588
84,4069.7,0.90264,0.53468,1.13508,0.80435,0.78689,0.85666,0.63195,1.01801,0.59435,1.31896,0.0094522,0.0094522,0.0094522
85,4121.88,0.90923,0.54421,1.14108,0.7508,0.76978,0.82685,0.60518,1.03232,0.6175,1.33504,0.0094456,0.0094456,0.0094456
86,4174.47,0.90105,0.53023,1.13764,0.80636,0.78476,0.85741,0.63188,1.01682,0.59433,1.31778,0.009439,0.009439,0.009439
87,4227.12,0.90509,0.53518,1.13104,0.79327,0.78252,0.85208,0.62806,1.01756,0.5956,1.32659,0.0094324,0.0094324,0.0094324
88,4279.41,0.90173,0.53559,1.13356,0.76052,0.81215,0.85346,0.62708,1.01655,0.60094,1.3204,0.0094258,0.0094258,0.0094258
89,4331.74,0.90723,0.53597,1.13841,0.79477,0.79028,0.85962,0.63147,1.02394,0.59935,1.32209,0.0094192,0.0094192,0.0094192
90,4384.06,0.89846,0.53158,1.13301,0.78075,0.80028,0.85049,0.62317,1.02356,0.59597,1.32557,0.0094126,0.0094126,0.0094126
91,4436.41,0.89863,0.52939,1.13311,0.78733,0.7854,0.84439,0.61981,1.02035,0.59529,1.31647,0.009406,0.009406,0.009406
92,4488.9,0.88552,0.52409,1.11939,0.82072,0.77493,0.86502,0.63646,1.01307,0.58284,1.31669,0.0093994,0.0093994,0.0093994
93,4541.19,0.88494,0.52056,1.11479,0.83489,0.77021,0.86143,0.63591,1.01102,0.57688,1.31417,0.0093928,0.0093928,0.0093928
94,4593.39,0.88662,0.51676,1.11864,0.7782,0.81341,0.8598,0.63509,1.00884,0.5879,1.32277,0.0093862,0.0093862,0.0093862
95,4645.66,0.87754,0.51492,1.11885,0.83145,0.80538,0.8777,0.64993,1.00124,0.5669,1.3008,0.0093796,0.0093796,0.0093796
96,4698,0.88104,0.51237,1.11674,0.80295,0.8047,0.86465,0.64162,1.00345,0.59224,1.30417,0.009373,0.009373,0.009373
97,4750.25,0.8786,0.51091,1.11741,0.82294,0.77923,0.86168,0.64276,1.00399,0.58228,1.31165,0.0093664,0.0093664,0.0093664
98,4802.49,0.87524,0.50992,1.11678,0.80094,0.76913,0.84978,0.62945,1.00572,0.59027,1.31437,0.0093598,0.0093598,0.0093598
99,4854.5,0.89189,0.51945,1.12183,0.80656,0.77438,0.85941,0.63912,1.00697,0.58972,1.31563,0.0093532,0.0093532,0.0093532
100,4906.76,0.87724,0.50633,1.11085,0.82286,0.79101,0.86525,0.64595,0.9996,0.57481,1.30923,0.0093466,0.0093466,0.0093466
101,4959.02,0.87915,0.50878,1.11356,0.81782,0.77572,0.86419,0.6444,1.00533,0.57937,1.31071,0.00934,0.00934,0.00934
102,5011.3,0.86793,0.50407,1.11184,0.80523,0.79301,0.86239,0.64263,1.00153,0.58168,1.3108,0.0093334,0.0093334,0.0093334
103,5063.52,0.869,0.49771,1.10668,0.80101,0.82006,0.87689,0.65196,1.00182,0.56522,1.3069,0.0093268,0.0093268,0.0093268
104,5115.77,0.87001,0.49913,1.11019,0.8115,0.79928,0.86998,0.65256,0.99657,0.56293,1.29961,0.0093202,0.0093202,0.0093202
105,5167.99,0.86722,0.49995,1.1099,0.8149,0.80386,0.87273,0.65195,1.00091,0.56436,1.30342,0.0093136,0.0093136,0.0093136
106,5220.26,0.86489,0.49914,1.11391,0.78836,0.82353,0.86244,0.6459,0.9979,0.57472,1.30454,0.009307,0.009307,0.009307
107,5272.47,0.86319,0.49134,1.10337,0.82604,0.8022,0.87234,0.65022,0.99814,0.556,1.30997,0.0093004,0.0093004,0.0093004
108,5324.68,0.86893,0.50343,1.11646,0.81085,0.78211,0.86369,0.65091,0.99455,0.56306,1.30829,0.0092938,0.0092938,0.0092938
109,5376.99,0.86536,0.49856,1.10788,0.82004,0.78893,0.86408,0.64645,0.99421,0.56564,1.30293,0.0092872,0.0092872,0.0092872
110,5429.21,0.85769,0.49526,1.10565,0.82324,0.78788,0.86536,0.64657,0.99665,0.56336,1.30671,0.0092806,0.0092806,0.0092806
111,5481.94,0.86985,0.49449,1.10374,0.81929,0.80511,0.87056,0.64561,1.00515,0.55992,1.31259,0.009274,0.009274,0.009274
112,5534.12,0.86484,0.49395,1.11191,0.78423,0.80612,0.85969,0.63876,0.99626,0.57997,1.30353,0.0092674,0.0092674,0.0092674
113,5586.55,0.8558,0.49256,1.09911,0.78329,0.82778,0.87122,0.65286,0.98917,0.56253,1.29751,0.0092608,0.0092608,0.0092608
114,5639,0.85508,0.48438,1.10341,0.82749,0.78871,0.87096,0.65624,0.9879,0.55714,1.29824,0.0092542,0.0092542,0.0092542
115,5691.3,0.8449,0.48736,1.10048,0.8391,0.78189,0.86771,0.65366,0.98638,0.56513,1.29712,0.0092476,0.0092476,0.0092476
116,5743.64,0.84834,0.48707,1.10161,0.81518,0.79561,0.86676,0.65097,0.98927,0.56016,1.30204,0.009241,0.009241,0.009241
117,5795.85,0.8461,0.47789,1.10285,0.81554,0.81458,0.87363,0.6532,0.98709,0.55906,1.30297,0.0092344,0.0092344,0.0092344
118,5848.08,0.84695,0.48291,1.10213,0.82287,0.813,0.87888,0.65606,0.9946,0.56374,1.29601,0.0092278,0.0092278,0.0092278
119,5900.44,0.84781,0.48683,1.09648,0.81514,0.79882,0.86973,0.65038,0.99666,0.55953,1.30204,0.0092212,0.0092212,0.0092212
120,5952.75,0.83816,0.48147,1.09147,0.82332,0.79856,0.86853,0.65083,0.99412,0.56205,1.30863,0.0092146,0.0092146,0.0092146
121,6005.07,0.83129,0.46985,1.08432,0.8366,0.79233,0.87617,0.65518,0.99057,0.55063,1.31175,0.009208,0.009208,0.009208
122,6057.22,0.83669,0.47435,1.09251,0.83841,0.78953,0.87232,0.65664,0.99522,0.55586,1.31105,0.0092014,0.0092014,0.0092014
123,6109.52,0.83996,0.47606,1.09474,0.83708,0.81505,0.8817,0.66166,0.99863,0.54766,1.31282,0.0091948,0.0091948,0.0091948
124,6161.88,0.83894,0.47255,1.09374,0.83824,0.82598,0.88601,0.66682,0.98966,0.53452,1.30174,0.0091882,0.0091882,0.0091882
125,6214.02,0.8319,0.47713,1.08969,0.83107,0.7985,0.87532,0.65643,0.98952,0.54619,1.31177,0.0091816,0.0091816,0.0091816
126,6266.47,0.83477,0.47286,1.08547,0.8328,0.81341,0.87973,0.65994,0.98846,0.54348,1.30623,0.009175,0.009175,0.009175
127,6319.58,0.82359,0.46758,1.08677,0.83752,0.79813,0.87704,0.66073,0.98294,0.54276,1.29732,0.0091684,0.0091684,0.0091684
128,6371.87,0.83111,0.46748,1.08612,0.81628,0.82057,0.87767,0.6634,0.97775,0.53876,1.29864,0.0091618,0.0091618,0.0091618
129,6424.15,0.8355,0.47278,1.08927,0.80567,0.81642,0.87421,0.65624,0.97869,0.55598,1.29729,0.0091552,0.0091552,0.0091552
130,6476.37,0.83193,0.47072,1.0874,0.82668,0.7895,0.87404,0.65655,0.98193,0.54698,1.29895,0.0091486,0.0091486,0.0091486
131,6529.39,0.82678,0.46736,1.09444,0.80621,0.82869,0.87393,0.66035,0.9794,0.54803,1.29529,0.009142,0.009142,0.009142
132,6578.85,0.82443,0.46416,1.08118,0.81179,0.80646,0.86729,0.65437,0.9856,0.54628,1.30271,0.0091354,0.0091354,0.0091354
133,6627.92,0.82652,0.47049,1.08656,0.81384,0.81628,0.87304,0.65687,0.98102,0.54787,1.29968,0.0091288,0.0091288,0.0091288
134,6677.78,0.82424,0.46411,1.08036,0.82855,0.81392,0.87508,0.66176,0.98353,0.53809,1.30152,0.0091222,0.0091222,0.0091222
135,6727.25,0.81847,0.45985,1.08209,0.81414,0.82625,0.87631,0.66223,0.98384,0.54977,1.29914,0.0091156,0.0091156,0.0091156
136,6778.09,0.81928,0.46171,1.08441,0.82753,0.80765,0.87792,0.66155,0.98617,0.53891,1.30218,0.009109,0.009109,0.009109
137,6827.97,0.81981,0.46571,1.08037,0.82363,0.81638,0.87612,0.66047,0.98006,0.55287,1.29614,0.0091024,0.0091024,0.0091024
138,6878.28,0.81841,0.45976,1.08418,0.82236,0.81936,0.87852,0.66056,0.97963,0.5513,1.2943,0.0090958,0.0090958,0.0090958
139,6928.49,0.81444,0.4604,1.07701,0.82719,0.825,0.88025,0.66487,0.98045,0.5327,1.29007,0.0090892,0.0090892,0.0090892
140,6978.65,0.81532,0.45794,1.07706,0.84571,0.81048,0.88774,0.66939,0.97751,0.54184,1.29057,0.0090826,0.0090826,0.0090826
141,7028.61,0.81159,0.45137,1.0713,0.83336,0.81166,0.88184,0.6664,0.98293,0.53424,1.30047,0.009076,0.009076,0.009076
142,7078.06,0.80818,0.45319,1.07534,0.83725,0.8202,0.88134,0.66587,0.97855,0.53199,1.29964,0.0090694,0.0090694,0.0090694
143,7127.29,0.80562,0.44913,1.06906,0.84529,0.81157,0.88411,0.66784,0.97952,0.54293,1.30159,0.0090628,0.0090628,0.0090628
144,7175.53,0.80835,0.45576,1.07444,0.81045,0.83226,0.88213,0.66671,0.97772,0.53671,1.30369,0.0090562,0.0090562,0.0090562
145,7224.86,0.80887,0.44922,1.06985,0.83048,0.81558,0.87831,0.663,0.98034,0.53891,1.30709,0.0090496,0.0090496,0.0090496
146,7274.53,0.80593,0.44861,1.07266,0.81825,0.82731,0.88237,0.66477,0.98447,0.53536,1.30339,0.009043,0.009043,0.009043
147,7324.24,0.80072,0.44626,1.07447,0.84302,0.79153,0.87615,0.6629,0.97925,0.53842,1.30668,0.0090364,0.0090364,0.0090364
148,7374.28,0.80391,0.4516,1.0684,0.80936,0.83238,0.88372,0.66919,0.97971,0.53116,1.31076,0.0090298,0.0090298,0.0090298
149,7424.07,0.79682,0.4462,1.06553,0.83052,0.80668,0.88308,0.67249,0.97685,0.53248,1.30609,0.0090232,0.0090232,0.0090232
150,7476.06,0.79943,0.44295,1.06686,0.8181,0.82634,0.88237,0.67124,0.97737,0.52921,1.30464,0.0090166,0.0090166,0.0090166
151,7527.5,0.79912,0.45366,1.07165,0.8217,0.82722,0.87953,0.66913,0.9767,0.53181,1.30163,0.00901,0.00901,0.00901
152,7578.45,0.79186,0.44818,1.06786,0.83044,0.82393,0.8825,0.67024,0.97764,0.53341,1.30418,0.0090034,0.0090034,0.0090034
153,7628.99,0.7979,0.44619,1.0649,0.81872,0.82856,0.87767,0.66578,0.97893,0.53168,1.30569,0.0089968,0.0089968,0.0089968
154,7677.68,0.79184,0.4413,1.05863,0.82405,0.83238,0.88299,0.66994,0.97635,0.5308,1.30165,0.0089902,0.0089902,0.0089902
155,7726.2,0.79541,0.44528,1.05656,0.83112,0.81379,0.87608,0.66537,0.9795,0.5337,1.30525,0.0089836,0.0089836,0.0089836
156,7775.23,0.79978,0.44539,1.07207,0.84928,0.79629,0.88731,0.6748,0.98129,0.52421,1.30599,0.008977,0.008977,0.008977
157,7825.03,0.7977,0.4496,1.0696,0.83346,0.81827,0.88332,0.66945,0.98242,0.52654,1.3079,0.0089704,0.0089704,0.0089704
158,7873.78,0.78561,0.43288,1.06262,0.8433,0.79916,0.88509,0.67002,0.97708,0.53611,1.30504,0.0089638,0.0089638,0.0089638
159,7923.65,0.78722,0.4429,1.05661,0.81885,0.84053,0.88708,0.67116,0.97262,0.53115,1.30462,0.0089572,0.0089572,0.0089572
160,7972.37,0.78656,0.43376,1.06157,0.83461,0.82669,0.88893,0.67195,0.96978,0.5216,1.29893,0.0089506,0.0089506,0.0089506
161,8021.44,0.79274,0.44286,1.065,0.82195,0.83443,0.8865,0.66765,0.97561,0.52616,1.30186,0.008944,0.008944,0.008944
162,8070.58,0.78745,0.43772,1.06097,0.8142,0.83111,0.88398,0.66636,0.97814,0.5277,1.3045,0.0089374,0.0089374,0.0089374
163,8119.71,0.78526,0.43995,1.05756,0.83501,0.8144,0.88768,0.66908,0.9764,0.52563,1.30099,0.0089308,0.0089308,0.0089308
164,8168.8,0.78587,0.43854,1.06034,0.81657,0.82323,0.88405,0.67051,0.97518,0.52549,1.30154,0.0089242,0.0089242,0.0089242
165,8217.81,0.78337,0.43846,1.0599,0.79307,0.84314,0.88144,0.66611,0.97338,0.52989,1.30315,0.0089176,0.0089176,0.0089176
166,8266.78,0.77966,0.43429,1.0575,0.8136,0.8203,0.8808,0.66612,0.97722,0.52579,1.30638,0.008911,0.008911,0.008911
167,8315.57,0.77407,0.43205,1.05487,0.83899,0.80345,0.88479,0.67288,0.97261,0.52706,1.30261,0.0089044,0.0089044,0.0089044
168,8364.62,0.77259,0.43308,1.055,0.83497,0.80756,0.88386,0.67477,0.9747,0.53112,1.30507,0.0088978,0.0088978,0.0088978
169,8413.85,0.77464,0.43555,1.05677,0.84613,0.80578,0.88543,0.67438,0.9768,0.5306,1.30443,0.0088912,0.0088912,0.0088912
170,8463.18,0.78284,0.43296,1.05447,0.83214,0.81494,0.88398,0.67438,0.97675,0.52818,1.30808,0.0088846,0.0088846,0.0088846
171,8514.48,0.7761,0.43671,1.05482,0.82403,0.82262,0.88514,0.6748,0.97614,0.53233,1.30877,0.008878,0.008878,0.008878
172,8564.85,0.76998,0.42715,1.05082,0.8377,0.81865,0.88627,0.67779,0.96748,0.52704,1.2987,0.0088714,0.0088714,0.0088714
173,8614.19,0.77275,0.42972,1.05738,0.82578,0.83423,0.88756,0.67876,0.96771,0.52431,1.29834,0.0088648,0.0088648,0.0088648
174,8663.37,0.7724,0.42807,1.04997,0.83437,0.82385,0.88405,0.67828,0.96531,0.52684,1.29577,0.0088582,0.0088582,0.0088582
175,8712.42,0.76933,0.42793,1.05514,0.8749,0.79741,0.89279,0.68117,0.97003,0.52205,1.29967,0.0088516,0.0088516,0.0088516
176,8762.46,0.76706,0.42419,1.04788,0.85096,0.80444,0.88785,0.67866,0.9703,0.52508,1.29999,0.008845,0.008845,0.008845
177,8812.17,0.77403,0.42415,1.05045,0.85448,0.80112,0.88835,0.67893,0.97198,0.52087,1.29969,0.0088384,0.0088384,0.0088384
178,8862.48,0.77345,0.43356,1.05552,0.82952,0.82849,0.88829,0.67758,0.96743,0.5225,1.29627,0.0088318,0.0088318,0.0088318
179,8913.01,0.76782,0.42502,1.04758,0.8337,0.81815,0.88727,0.67561,0.96608,0.52285,1.29588,0.0088252,0.0088252,0.0088252
180,8963.09,0.77373,0.43194,1.05996,0.813,0.83737,0.88506,0.6689,0.9718,0.52745,1.30047,0.0088186,0.0088186,0.0088186
181,9013.04,0.7636,0.42487,1.04661,0.8361,0.81848,0.88863,0.67332,0.97146,0.52247,1.30046,0.008812,0.008812,0.008812
182,9063.4,0.76339,0.42868,1.04305,0.84164,0.82099,0.88634,0.67443,0.96579,0.5166,1.29968,0.0088054,0.0088054,0.0088054
183,9113.83,0.75753,0.41971,1.046,0.82509,0.8395,0.88469,0.67539,0.96315,0.52037,1.29676,0.0087988,0.0087988,0.0087988
184,9163.33,0.76127,0.42375,1.03826,0.80996,0.85237,0.88221,0.67181,0.96797,0.52827,1.30428,0.0087922,0.0087922,0.0087922
185,9212.4,0.75412,0.42041,1.03946,0.85423,0.81195,0.88571,0.67567,0.96685,0.52612,1.3058,0.0087856,0.0087856,0.0087856
